Level	Date and Time	Source	Event ID	Task Category
Information	7/17/2023 8:11:02 AM	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (6.1, ‎2009‎-‎07‎-‎13T16:26:13.000000000Z) has successfully loaded and registered with Filter Manager.
Information	7/17/2023 8:11:01 AM	Service Control Manager	7036	None	The Power service entered the running state.
Information	7/17/2023 8:11:01 AM	Microsoft-Windows-UserPnp	20010	(7010)	"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'true' 
PlugPlay caching subsystem enabled: 'true' 
"
Information	7/17/2023 8:11:01 AM	Service Control Manager	7036	None	The Plug and Play service entered the running state.
Information	7/17/2023 8:11:00 AM	Microsoft-Windows-Kernel-Processor-Power	26	(4)	"Processor 1 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information	7/17/2023 8:11:00 AM	Microsoft-Windows-Kernel-Processor-Power	26	(4)	"Processor 0 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information	7/17/2023 8:11:00 AM	ena	5203	None	Amazon Elastic Network Adapter: Adapter was restarted.
Information	7/17/2023 8:11:00 AM	ena	5202	None	Amazon Elastic Network Adapter: Adapter was paused.
Information	7/17/2023 8:11:00 AM	ena	5203	None	Amazon Elastic Network Adapter: Adapter was restarted.
Information	7/17/2023 8:11:00 AM	ena	5200	None	Amazon Elastic Network Adapter: Adapter was initialized.
Information	7/17/2023 8:10:58 AM	Microsoft-Windows-Kernel-General	12	None	The operating system started at system time ‎2023‎-‎07‎-‎17T15:10:58.375200000Z.
Information	7/16/2023 4:41:49 PM	Microsoft-Windows-Kernel-General	13	None	The operating system is shutting down at system time ‎2023‎-‎07‎-‎16T23:41:49.690600000Z.
Information	7/16/2023 4:41:49 PM	Microsoft-Windows-Kernel-Power	109	(103)	The kernel power manager has initiated a shutdown transition.
Information	7/16/2023 4:41:47 PM	Service Control Manager	7036	None	The Ec2Config service entered the stopped state.
Information	7/16/2023 4:41:47 PM	Service Control Manager	7036	None	The MEDC Server Component - Apache service entered the stopped state.
Information	7/16/2023 4:41:46 PM	Service Control Manager	7036	None	The domain1 GlassFish Server service entered the stopped state.
Information	7/16/2023 4:41:46 PM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the stopped state.
Information	7/16/2023 4:41:46 PM	Service Control Manager	7036	None	The wampmysqld service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Microsoft FTP Service service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Cryptographic Services service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Remote Desktop Licensing service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Application Host Helper Service service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Remote Desktop Services service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Desktop Window Manager Session Manager service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The jmx service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The jenkins service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The User Profile Service service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Plug and Play service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Microsoft-Windows-UserPnp	20010	(7010)	"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'false' 
PlugPlay caching subsystem enabled: 'false' 
"
Information	7/17/2023 8:11:02 AM	EventLog	6013	None	The system uptime is 3 seconds.
Information	7/17/2023 8:11:02 AM	EventLog	6005	None	The Event log service was started.
Information	7/17/2023 8:11:02 AM	EventLog	6009	None	Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Power service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Windows Event Log service entered the stopped state.
Information	7/16/2023 4:41:45 PM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the stopped state.
Information	7/16/2023 4:41:44 PM	Service Control Manager	7036	None	The MEDC Server Component - Notification Server service entered the stopped state.
Information	7/16/2023 4:41:44 PM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the stopped state.
Information	7/16/2023 4:41:44 PM	Service Control Manager	7036	None	The DHCP Client service entered the stopped state.
Information	7/16/2023 4:41:44 PM	Microsoft-Windows-Dhcp-Client	50037	Service State Event	DHCPv4 client service is stopped. ShutDown Flag value is 1
Information	7/16/2023 4:41:44 PM	Microsoft-Windows-DHCPv6-Client	51047	Service State Event	DHCPv6 client service is stopped. ShutDown Flag value is 1
Information	7/16/2023 4:41:44 PM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the stopped state.
Information	7/16/2023 4:41:44 PM	Service Control Manager	7036	None	The Certificate Propagation service entered the stopped state.
Information	7/16/2023 4:41:44 PM	EventLog	6006	None	The Event log service was stopped.
Information	7/16/2023 4:41:39 PM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the stopped state.
Information	7/16/2023 4:41:39 PM	Service Control Manager	7036	None	The Windows Error Reporting Service service entered the running state.
Information	7/16/2023 4:41:37 PM	Service Control Manager	7036	None	The Elasticsearch 1.1.1 (elasticsearch-service-x64) service entered the stopped state.
Information	7/16/2023 4:41:37 PM	Service Control Manager	7036	None	The Group Policy Client service entered the stopped state.
Information	7/16/2023 4:41:37 PM	Service Control Manager	7036	None	The Windows Update service entered the stopped state.
Information	7/16/2023 4:41:36 PM	USER32	1074	None	"The process C:\Windows\system32\winlogon.exe (METASPLOITABLE3) has initiated the power off of computer METASPLOITABLE3 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found
 Reason Code: 0x500ff
 Shutdown Type: power off
 Comment: "
Information	7/16/2023 4:02:00 PM	Service Control Manager	7036	None	The Windows Modules Installer service entered the stopped state.
Information	7/16/2023 4:02:00 PM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	7/16/2023 4:01:59 PM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	7/16/2023 12:00:00 PM	EventLog	6013	None	The system uptime is 5062 seconds.
Information	7/16/2023 11:27:16 AM	Microsoft-Windows-WAS	5186	None	A worker process with process id of '636' serving application pool 'DefaultAppPool' was shutdown due to inactivity.  Application Pool timeout configuration was set to 20 minutes.  A new worker process will be started when needed.
Information	7/16/2023 11:17:55 AM	Service Control Manager	7036	None	The Diagnostic System Host service entered the stopped state.
Error	7/16/2023 11:06:13 AM	TermDD	56	None	The Terminal Server security layer detected an error in the protocol stream and has disconnected the client. Client IP: 10.0.0.4.
Error	7/16/2023 11:06:13 AM	Schannel	36888	None	The following fatal alert was generated: 10. The internal error state is 1203.
Error	7/16/2023 11:06:12 AM	Schannel	36888	None	The following fatal alert was generated: 10. The internal error state is 1203.
Information	7/16/2023 10:52:25 AM	Service Control Manager	7036	None	The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information	7/16/2023 10:46:01 AM	Service Control Manager	7036	None	The Software Protection service entered the stopped state.
Information	7/16/2023 10:45:55 AM	Service Control Manager	7036	None	The Application Experience service entered the stopped state.
Information	7/16/2023 10:43:57 AM	Service Control Manager	7036	None	The Windows Time service entered the stopped state.
Information	7/16/2023 10:43:57 AM	Microsoft-Windows-Kernel-General	1	None	The system time has changed to ‎2023‎-‎07‎-‎16T17:43:57.645000000Z from ‎2023‎-‎07‎-‎16T17:43:57.645800000Z.
Information	7/16/2023 10:43:57 AM	Microsoft-Windows-Time-Service	35	None	The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->168.61.215.74:123).
Information	7/16/2023 10:43:43 AM	Microsoft-Windows-Time-Service	37	None	The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->168.61.215.74:123).
Information	7/16/2023 10:43:41 AM	Service Control Manager	7036	None	The Windows Time service entered the running state.
